"Treatment","Gene","p_value","mean_R","mean_NR","FDR","Direction"
"IO+chemo","MIA",0.00146287081955533,11.0677129032258,8.80524210526316,0.00276986196161705,"Up in R"
"IO+chemo","MEX3A",0.0014790735363831,11.0324129032258,9.96570263157895,0.00277805050071872,"Up in R"
"IO+chemo","DACH1",0.00147922169518789,6.76895806451613,8.17054736842105,0.00277805050071872,"Up in NR"
"IO+chemo","GABRP",0.0015292077974519,10.0420096774194,7.90821578947368,0.00286029960495052,"Up in R"
"IO+chemo","FBXL16",0.00154197413521164,8.77182903225806,10.0035578947368,0.00287254859059588,"Up in NR"
"chemo+targeted","ELF5",0.0015907064100269,7.67268080357143,7.27168923913043,0.00295143117041136,"Up in R"
"IO+chemo","COL10A1",0.00160717012992415,11.1633258064516,12.3695,0.00297005040009983,"Up in NR"
"chemo+targeted","ROPN1",0.00166187057237433,8.64159017857143,8.00908369565217,0.00305890121289617,"Up in R"
"IO+chemo","RARRES1",0.001744919142507,9.73588709677419,8.46605526315789,0.00319901842792949,"Up in R"
"chemo+targeted","BCAS1",0.0017629634210003,7.142878125,7.54924934782609,0.00321932450791359,"Up in NR"
"chemo+targeted","GPRIN2",0.00181814746966124,8.46683169642857,8.08680652173913,0.00330702413773028,"Up in R"
"targeted","TMEM45B",0.00186299920131109,9.47989333333333,7.98401363636364,0.00337531620002245,"Up in R"
"IO+chemo","UBD",0.00198783170517099,13.752164516129,12.1871342105263,0.00357106823871527,"Up in R"
"IO+chemo","VGLL1",0.00198783170517099,8.65184516129032,6.86054473684211,0.00357106823871527,"Up in R"
"targeted","GSTP1",0.00199423291252931,15.4975,14.6568181818182,0.00357106823871527,"Up in R"
"IO+chemo","EPHB3",0.00205442536262404,10.2817806451613,9.19038947368421,0.00366465064684289,"Up in R"
"IO+chemo","FAM134B",0.00213905454925751,8.08927419354839,9.13847894736842,0.00380093539137296,"Up in NR"
"chemo+targeted","IGFBP5",0.00215848731879712,10.0983553571429,10.493565326087,0.00382077065626156,"Up in NR"
"IO+chemo","CXCL9",0.00226092068490905,13.1545064516129,11.6439710526316,0.00398681433751137,"Up in R"
"chemo+targeted","ASPN",0.0023585896857864,9.0870625,9.48545815217391,0.00414322598795938,"Up in NR"
"chemo+targeted","MSMB",0.00259310415862617,7.00652991071429,7.53246380434783,0.0045379322775958,"Up in NR"
"IO+chemo","CLIC6",0.00267762389031594,6.3729935483871,7.58442894736842,0.00466815938613572,"Up in NR"
"IO+chemo","KRT15",0.00271932190255821,11.6947903225806,10.0731868421053,0.00472303277812741,"Up in R"
"IO+chemo","TMEM45B",0.00294280546836431,6.23403870967742,7.58688421052632,0.00507304524770266,"Up in NR"
"IO+chemo","AR",0.00294280546836431,7.48463225806452,9.10311315789474,0.00507304524770266,"Up in NR"
"IO+chemo","KRT5",0.00303422353240882,9.67796774193548,7.86673947368421,0.00521119431960177,"Up in R"
"IO+chemo","TBC1D9",0.00316224553331798,8.84176451612903,10.0718342105263,0.00539098685015832,"Up in NR"
"IO+chemo","PNMT",0.00316224553331798,5.61526451612903,6.63636842105263,0.00539098685015832,"Up in NR"
"chemo+targeted","CAMK2N1",0.00335157603906437,9.84492946428571,10.1887198913043,0.00569275047811669,"Up in NR"
"IO+chemo","GATA3",0.00357592597810469,8.46331935483871,10.0292894736842,0.00605156703986947,"Up in NR"
"chemo+targeted","FLRT3",0.00365981291054266,7.04058794642857,7.3930975,0.00617092541850623,"Up in NR"
"chemo+targeted","RGMA",0.00406996718764517,7.99234553571429,7.73300423913043,0.00683754487524389,"Up in R"
"chemo+targeted","EPHB3",0.00418834890250551,10.6887348214286,10.3955480434783,0.00701093185854184,"Up in R"
"chemo+targeted","GPRC5C",0.00444603965247656,8.42243482142857,8.65891891304348,0.0074122913767071,"Up in NR"
"targeted","IFNG",0.00446713290486135,6.40618666666667,5.81279545454545,0.0074122913767071,"Up in R"
"chemo+targeted","ROPN1B",0.00448068872765828,7.64228526785714,7.18555434782609,0.0074122913767071,"Up in R"
"chemo+targeted","SYCE3",0.00449229780406491,8.35718169642857,8.60680641304348,0.0074122913767071,"Up in NR"
"IO+chemo","PARD6B",0.00492602224885608,8.6295,9.7705052631579,0.00804845314132357,"Up in NR"
"targeted","CCDC74B",0.00493011307141682,8.35803666666667,9.50301818181818,0.00804845314132357,"Up in NR"
"targeted","TBC1D9",0.00493011307141682,9.92355333333333,10.7178136363636,0.00804845314132357,"Up in NR"
"IO+chemo","CAMK2N1",0.00542528368057038,9.09464516129032,10.1407947368421,0.00882563753670251,"Up in NR"
"chemo+targeted","MNX1",0.00573075865469431,8.17310089285714,7.80148913043478,0.00928986139813604,"Up in R"
"IO+chemo","TPRG1",0.00575821753273939,5.65138387096774,6.78621842105263,0.00930173601442517,"Up in NR"
"chemo+targeted","GABBR2",0.00601186019127665,6.39099330357143,6.12581282608696,0.00967762860059168,"Up in R"
"IO+chemo","PRF1",0.00628785323210807,6.44241290322581,5.93843421052632,0.01008676455984,"Up in R"
"chemo+targeted","LIN7A",0.00637670754723542,6.46825357142857,6.74047619565217,0.0101939061827777,"Up in NR"
"targeted","PDZK1",0.00665793442611204,6.58142333333333,8.14457272727273,0.0106067782926337,"Up in NR"
"chemo+targeted","LDHB",0.00711994266092548,13.4742513513514,13.2572718340611,0.0113038264926033,"Up in R"
"chemo+targeted","KRT23",0.00734577491627208,9.67633973214286,9.12171239130435,0.0116224246962935,"Up in R"
"chemo+targeted","SLC9A3R1",0.0073820327325444,11.888203125,12.1861091304348,0.0116399287455137,"Up in NR"
"targeted","PLAT",0.00764904740890087,10.6310733333333,11.4660772727273,0.0120199316425585,"Up in NR"
"targeted","MARCO",0.00795728901980607,9.21294333333333,8.07067272727273,0.0124619238208488,"Up in R"
"chemo+targeted","CAPN13",0.00881607684139145,7.23506875,7.50955695652174,0.0137602280429826,"Up in NR"
"chemo+targeted","LRFN2",0.0104133636899439,6.88384553571429,7.15578173913043,0.0161985657399127,"Up in NR"
"targeted","RARRES1",0.0105882820065433,9.62826,8.59581818181818,0.0164153902249094,"Up in R"
"chemo+targeted","DHRS2",0.0124792783076548,8.804225,9.3011747826087,0.0192823631375804,"Up in NR"
"chemo+targeted","CRABP1",0.0139838060889,9.12780535714286,8.7593852173913,0.021535061376906,"Up in R"
"targeted","CAPN13",0.014720156321112,8.62960666666667,7.80867727272727,0.0225937283068231,"Up in R"
"chemo+targeted","ACOX2",0.0149342095177361,8.57493125,8.92393195652174,0.0228463735006427,"Up in NR"
"targeted","PGR",0.0155295366035406,6.14411333333333,6.8676,0.0236786993756956,"Up in NR"
"chemo+targeted","AMIGO2",0.0157350550541773,8.17845758928572,8.44285815217391,0.0239131428783879,"Up in NR"
"targeted","SLC39A6",0.0181920415649963,8.68880666666667,9.75632727272727,0.0273769485440661,"Up in NR"
"targeted","NLRP7",0.0181920415649963,5.99335666666667,5.67429090909091,0.0273769485440661,"Up in R"
"targeted","FAM134B",0.0181920415649963,7.88027333333333,8.50088181818182,0.0273769485440661,"Up in NR"
"chemo+targeted","GSTP1",0.0183890147368123,15.5845267857143,15.3097489130435,0.0275835221052184,"Up in R"
"targeted","GABBR2",0.0201770920863143,6.37151,5.66059545454545,0.0301676910805088,"Up in R"
"chemo+targeted","CLIC6",0.0205220740695803,6.85614241071429,7.31149608695652,0.030584510387568,"Up in NR"
"targeted","RGS22",0.021237237663275,6.20180333333333,7.12870454545455,0.0315485652747044,"Up in NR"
"targeted","NQO1",0.022344591192101,7.74349,7.22902272727273,0.0330871831113803,"Up in R"
"targeted","DNALI1",0.0272793692591963,7.44861666666667,8.39958181818182,0.0401371611393271,"Up in NR"
"targeted","MIA",0.0272793692591963,7.61046,8.65463181818182,0.0401371611393271,"Up in NR"
"chemo+targeted","KRT5",0.0278966196992584,8.952509375,8.63705597826087,0.040915042225579,"Up in R"
"targeted","COX6C",0.0286480177237612,14.5669666666667,15.3315,0.0418841271784103,"Up in NR"
"targeted","RIMS4",0.0315597727947232,7.08247666666667,8.15647272727273,0.0459956310131297,"Up in NR"
"targeted","GZMB",0.0331065806535599,10.1674566666667,9.35534545454546,0.048098239817436,"Up in R"
"chemo+targeted","CHST8",0.0337475541088793,7.841815625,8.20516630434783,0.0488757680197562,"Up in NR"
"targeted","CD38",0.0347165268678497,8.62554666666667,7.61862727272727,0.0499658424079332,"Up in R"
"targeted","TMEM121",0.0347165268678497,11.4481266666667,11.9394090909091,0.0499658424079332,"Up in NR"
"chemo+targeted","CHRM1",0.0360761493438799,7.08371919642857,6.88900793478261,0.051761431667306,"Up in R"
"targeted","VGLL1",0.0363915359911226,7.03904666666667,6.43443636363636,0.0520522898696552,"Up in R"
"targeted","IL21R",0.0381335615594184,9.1998,8.68816363636364,0.0542083244321579,"Up in R"
"targeted","MEX3A",0.0381335615594184,10.5586866666667,9.98056818181818,0.0542083244321579,"Up in R"
"targeted","CLIC6",0.0399445834690427,6.99462333333333,8.4024,0.0566085814806679,"Up in NR"
"targeted","AIM2",0.0458118172985916,7.92762,7.36605,0.0647249528805789,"Up in R"
"targeted","GNLY",0.0464671823290393,8.07681666666667,7.46449545454545,0.0654507263293175,"Up in R"
"chemo+targeted","COL10A1",0.0496156787040068,11.7077144186047,11.9365804494382,0.0696730807332862,"Up in NR"
"targeted","LRRC56",0.0501057174285157,8.93509,9.31190909090909,0.070148004399922,"Up in NR"
"targeted","GBP5",0.0523736860147977,11.36602,10.6477590909091,0.0728814546350497,"Up in R"
"targeted","GBP1",0.0523736860147977,9.17124666666667,8.77670454545455,0.0728814546350497,"Up in R"
"targeted","ESR1",0.054725177255069,7.03919333333333,7.70915454545455,0.0756977002749757,"Up in NR"
"targeted","GAMT",0.054725177255069,9.28895666666667,9.7598,0.0756977002749757,"Up in NR"
"targeted","ROPN1",0.0552333182647947,6.3226,7.24189090909091,0.0761725165323437,"Up in NR"
"targeted","GABRP",0.0623023961822411,6.86655666666667,7.68934090909091,0.0856657947505815,"Up in NR"
"targeted","PHGDH",0.0650096566212294,11.1083266666667,10.4585772727273,0.089123030738896,"Up in R"
"IO+chemo","CD8B",0.06851770436456,7.89489032258065,7.53766578947368,0.0936543769716767,"Up in R"
"chemo+targeted","MIA",0.0689454117419473,9.97886607142857,9.58354782608696,0.0939610036129193,"Up in R"
"targeted","CHST8",0.0694985842632836,7.93487666666667,8.78993181818182,0.0944363115577559,"Up in NR"
"targeted","FAM47E",0.0737068329031972,7.12079666666667,7.44588181818182,0.0995688795358979,"Up in NR"
"targeted","EEF1A2",0.0737068329031972,8.07274666666667,9.06874545454546,0.0995688795358979,"Up in NR"
"targeted","SYBU",0.0768050776724278,8.02787,8.70975909090909,0.103451737273066,"Up in NR"
"targeted","SCUBE2",0.0800066167241344,7.98581,8.84565909090909,0.107450746879506,"Up in NR"
"chemo+targeted","KRT15",0.0815297079898181,11.9608080357143,11.65785,0.109178913308104,"Up in R"
"targeted","ACOX2",0.0833136718379251,10.3249633333333,9.42777727272727,0.111245423089946,"Up in R"
"targeted","CXCL1",0.0883750567853226,7.90246666666667,7.25013636363636,0.117663620273254,"Up in R"
"targeted","ADIRF",0.093682396243544,13.4483,14.0475454545455,0.12358182003445,"Up in NR"
"targeted","THSD4",0.0938900840521468,7.24472666666667,7.81615454545455,0.12358182003445,"Up in NR"
"targeted","PRR15",0.0938900840521468,9.02899,8.70885,0.12358182003445,"Up in R"
"targeted","NPNT",0.0938900840521468,9.79745666666667,10.4353272727273,0.12358182003445,"Up in NR"
"IO+chemo","CD8A",0.0949222988418577,9.11071612903226,8.74574473684211,0.124585517229938,"Up in R"
"targeted","CPA3",0.0973725704123559,8.41612,9.06250909090909,0.127439454760647,"Up in NR"
"targeted","SLC7A2",0.101509081468276,7.90735666666667,8.66964090909091,0.132104776446038,"Up in NR"
"targeted","NAT1",0.101509081468276,9.35133,10.4476454545455,0.132104776446038,"Up in NR"
"targeted","KIF5C",0.109602842635353,7.72744666666667,8.30453181818182,0.142237396903182,"Up in NR"
"targeted","AR",0.118188469123369,10.6964066666667,9.99299090909091,0.152949783571419,"Up in R"
"targeted","IDO1",0.121961053176272,9.86874333333333,9.38856818181818,0.157391079797311,"Up in R"
"targeted","CXCL10",0.122670976239386,9.64562333333333,9.20479545454545,0.157427752840545,"Up in R"
"targeted","CXCL13",0.122670976239386,9.53573333333333,8.93908181818182,0.157427752840545,"Up in R"
"targeted","RGMA",0.127282687808801,7.20126,7.58441363636364,0.162893633705446,"Up in NR"
"targeted","GPRIN2",0.13202562217362,7.89322666666667,7.44490909090909,0.168032610039152,"Up in R"
"targeted","CD274",0.13202562217362,6.98651,6.67214545454545,0.168032610039152,"Up in R"
"chemo+targeted","ERBB2",0.133388451416895,9.81904642857143,9.4773227173913,0.169300726798367,"Up in R"
"targeted","SOX10",0.145950724151455,6.10746333333333,6.51427727272727,0.184737628925952,"Up in NR"
"targeted","PPP1R14C",0.147061398036723,7.07635666666667,6.608,0.185634879488978,"Up in R"
"targeted","KRT5",0.151155496477802,7.80379,8.49256363636364,0.190282941070148,"Up in NR"
"targeted","GATA3",0.152348661171528,10.5721633333333,10.7481272727273,0.191263808318603,"Up in NR"
"targeted","CHRM1",0.157776655770393,6.93302333333333,6.70872272727273,0.197007608016004,"Up in R"
"targeted","ARL9",0.157776655770393,7.65088333333333,8.01383636363636,0.197007608016004,"Up in NR"
"targeted","PARD6B",0.16334714801793,8.69884666666667,9.23590909090909,0.203413429607234,"Up in NR"
"targeted","ROPN1B",0.169061850227933,5.85610666666667,6.43524090909091,0.20940100483996,"Up in NR"
"targeted","NAT2",0.169061850227933,6.25188666666667,6.64075909090909,0.20940100483996,"Up in NR"
"targeted","TPSAB1",0.174922420798485,7.93776,8.49872727272727,0.216080637456952,"Up in NR"
"targeted","BCAS1",0.187087501315776,8.43425666666667,7.85739090909091,0.230491801621036,"Up in R"
"targeted","LONRF2",0.193395022826327,6.86506333333333,7.32800454545455,0.237628990813199,"Up in NR"
"targeted","PDCD1",0.194787339511061,9.03929,8.68151818181818,0.238704909427348,"Up in R"
"chemo+targeted","PNMT",0.202484527224193,8.14203928571429,7.50476760869565,0.247481088829569,"Up in R"
"targeted","CCL17",0.204515884448566,8.60702,8.18430454545455,0.249304323523054,"Up in R"
"targeted","LMO4",0.206467058175352,9.40090333333333,9.12005454545455,0.250361629598458,"Up in R"
"targeted","DHRS2",0.206467058175352,9.62618333333333,10.5885363636364,0.250361629598458,"Up in NR"
"targeted","FLRT3",0.22015695620655,7.28835,7.83831363636364,0.266263125045618,"Up in NR"
"IO+chemo","ERBB2",0.223063080649668,8.47131290322581,8.67408421052632,0.269073481096989,"Up in NR"
"targeted","CDH3",0.227236521873879,9.79315,9.26811818181818,0.273393940379511,"Up in R"
"targeted","ANXA9",0.234473894672246,7.71840666666667,8.08895454545454,0.279193142625201,"Up in NR"
"targeted","AMIGO2",0.234473894672246,8.56162333333333,8.89010909090909,0.279193142625201,"Up in NR"
"targeted","CXCL9",0.234473894672246,12.69937,12.0312954545455,0.279193142625201,"Up in R"
"targeted","STMND1",0.234473894672246,7.57517333333333,8.18695909090909,0.279193142625201,"Up in NR"
"targeted","CA12",0.241870018295553,9.41340333333333,9.76229090909091,0.285790149495001,"Up in NR"
"targeted","CHI3L1",0.241870018295553,8.91433,8.29692727272727,0.285790149495001,"Up in R"
"targeted","UBD",0.241870018295553,12.5923266666667,12.1640545454545,0.285790149495001,"Up in R"
"chemo+targeted","ADRA2C",0.243255867900271,9.10614910714286,9.24437706521739,0.286694415739606,"Up in NR"
"targeted","PRF1",0.24942574788218,6.37184333333333,6.20288181818182,0.293218054762258,"Up in R"
"targeted","CLSTN2",0.250816026128108,7.26691333333333,7.77111818181818,0.294104071246665,"Up in NR"
"targeted","MATN3",0.257141850784289,7.3296,7.65665,0.299998825915004,"Up in NR"
"targeted","FAM26F",0.257141850784289,10.9334133333333,10.6140363636364,0.299998825915004,"Up in R"
"targeted","TCL1A",0.273057778275247,9.33788,9.07710454545455,0.317764971191849,"Up in R"
"targeted","SLC9A3R1",0.278567801495892,12.6721333333333,12.9062727272727,0.32336262384699,"Up in NR"
"targeted","PROM1",0.303961119638413,7.04772666666667,6.70846818181818,0.351954980633952,"Up in R"
"chemo+targeted","ANXA8L1",0.316364759147655,8.05059017857143,7.9536422826087,0.365401296815542,"Up in R"
"targeted","PM20D2",0.33388260024881,7.71032,7.87060909090909,0.383715824166543,"Up in NR"
"targeted","KRT23",0.33388260024881,8.84318,8.42870909090909,0.383715824166543,"Up in R"
"targeted","CCL5",0.34322319043131,10.0488166666667,9.72368636363636,0.393471746846812,"Up in R"
"targeted","CRABP1",0.352726010860055,8.78188,8.19983181818182,0.403364893607291,"Up in R"
"targeted","ASPN",0.382202468467403,9.78637333333333,10.1381,0.435993926992445,"Up in NR"
"targeted","CCL13",0.389055028078364,7.92428666666667,7.51878181818182,0.441664506069651,"Up in R"
"targeted","LIN7A",0.389085398204217,6.67815333333333,7.07718181818182,0.441664506069651,"Up in NR"
"targeted","FBXL16",0.392348240927129,9.52242,9.69232727272727,0.444276684579249,"Up in NR"
"targeted","GPRC5A",0.413114696166218,7.88908333333333,7.77831363636364,0.466647896402916,"Up in R"
"targeted","FSIP1",0.420409554439576,7.32982,7.88846818181818,0.4737297906124,"Up in NR"
"targeted","HIST1H1A",0.423733120726024,7.13186,6.82930909090909,0.476313143005896,"Up in R"
"targeted","MSMB",0.434506636315852,7.73095333333333,8.87024090909091,0.486058271132987,"Up in NR"
"targeted","DACH1",0.434506636315852,8.23853,8.63279545454546,0.486058271132987,"Up in NR"
"targeted","ZMYND10",0.445433813051382,7.38655333333333,7.69942727272727,0.495880534047562,"Up in NR"
"targeted","TSPAN1",0.445433813051382,9.54884,9.92249090909091,0.495880534047562,"Up in NR"
"targeted","GDF15",0.456513097749823,11.67219,11.2204681818182,0.506992911443313,"Up in R"
"targeted","CAMK2N1",0.467742817961929,10.8769966666667,10.5298318181818,0.517207266502101,"Up in R"
"IO+chemo","GRB7",0.467949431597139,8.59241612903226,8.63102368421053,0.517207266502101,"Up in NR"
"targeted","AGR3",0.479121177946801,8.87491666666667,9.60359545454545,0.527033295741481,"Up in NR"
"targeted","PLA2G10",0.479121177946801,6.91977,7.40793181818182,0.527033295741481,"Up in NR"
"targeted","ELF5",0.493143698372047,6.6793,6.67775454545455,0.541169569234883,"Up in R"
"targeted","KRT15",0.53817132799488,10.7978666666667,11.3387363636364,0.589182828278755,"Up in NR"
"chemo+targeted","SDR16C5",0.544844678506973,7.0139875,7.0147577173913,0.595078585035985,"Up in NR"
"targeted","KCNK5",0.550397103759903,8.38413666666667,8.36053181818182,0.598314028087236,"Up in R"
"targeted","COL10A1",0.550397103759903,12.79098,12.5439863636364,0.598314028087236,"Up in R"
"targeted","LAMP3",0.562755604223435,10.04914,9.82132272727273,0.60888311276634,"Up in R"
"targeted","KCNE4",0.562755604223435,8.11581333333333,8.48013636363636,0.60888311276634,"Up in NR"
"targeted","ANXA8L1",0.587859695770137,7.23206,7.50666363636364,0.634558830480849,"Up in NR"
"IO+chemo","MNX1",0.610351511075979,7.57172903225806,7.8292,0.657301627312593,"Up in NR"
"targeted","KRT86",0.613460318555708,9.45904666666667,9.2999,0.659113179471481,"Up in R"
"targeted","GSTA5",0.63010835819429,6.0254,6.24133181818182,0.675429376997128,"Up in NR"
"IO+chemo","STARD3",0.635810203628288,8.84958709677419,8.81344736842105,0.679963689991364,"Up in R"
"targeted","LRFN2",0.652737017754732,7.95333,7.83146363636364,0.694849083416328,"Up in R"
"targeted","DYNLRB2",0.652737017754732,8.13186666666667,8.32558181818182,0.694849083416328,"Up in NR"
"chemo+targeted","TMEM45B",0.662959805049679,7.70202633928571,7.65988923913044,0.704109034328625,"Up in R"
"targeted","CHI3L2",0.67946576645075,6.85582,7.14665454545455,0.7199843672024,"Up in NR"
"targeted","EPHB3",0.706596214001206,10.1997533333333,10.1381909090909,0.747019338371984,"Up in R"
"targeted","SDR16C5",0.711053333610429,7.72790666666667,7.48289090909091,0.750015160109631,"Up in R"
"targeted","RSPH1",0.720302574004101,8.77683333333333,8.82638636363636,0.758040522072653,"Up in NR"
"targeted","TPRG1",0.734097780855873,6.5428,6.82337272727273,0.770802669898667,"Up in NR"
"targeted","TNNT1",0.747977799022792,9.85856,9.96328181818182,0.783595789452449,"Up in NR"
"targeted","TFF3",0.761938511360149,11.4245766666667,11.3729136363636,0.794617589725482,"Up in R"
"targeted","CD8B",0.761938511360149,7.67344333333333,7.62915909090909,0.794617589725482,"Up in R"
"targeted","LDHB",0.788260366108106,12.8318666666667,12.9058636363636,0.820216867436814,"Up in NR"
"targeted","AGR2",0.790085181801146,11.6230166666667,11.3181909090909,0.820268211218269,"Up in R"
"targeted","SYCE3",0.804262543988456,9.13182333333333,8.95653636363636,0.831251219961223,"Up in R"
"targeted","CD8A",0.804262543988456,9.07471666666667,9.05378636363636,0.831251219961223,"Up in R"
"targeted","ADRA2C",0.809716090251355,9.61141,9.71260454545455,0.83501971807171,"Up in NR"
"targeted","FOXA1",0.831323815424697,11.8010366666667,11.3527363636364,0.855011431824687,"Up in R"
"targeted","MLPH",0.832803342686384,8.84087,8.89054545454545,0.855011431824687,"Up in NR"
"targeted","GPRC5C",0.838554345588696,9.21707333333333,9.06410909090909,0.859006890603055,"Up in R"
"targeted","FOXC1",0.845795281425205,7.93086333333333,8.10081818181818,0.863988758964626,"Up in NR"
"targeted","IGFBP5",0.847157809114666,10.6859866666667,10.5521681818182,0.863988758964626,"Up in R"
"targeted","IGDCC3",0.861562251316899,7.06417,7.15170454545455,0.876743964996492,"Up in NR"
"targeted","FAM196A",0.87601205492152,5.80998333333333,5.95595454545455,0.889489163458775,"Up in NR"
"targeted","CHODL",0.934171194892327,6.69865,6.78108636363636,0.94646292114091,"Up in NR"
"targeted","STARD10",0.948311492962393,11.3453233333333,11.4123363636364,0.952902360405151,"Up in NR"
"targeted","TFF1",0.948777241961838,12.2398266666667,12.2526136363636,0.952902360405151,"Up in NR"
"targeted","WNT6",0.948777241961838,9.68739,9.69850909090909,0.952902360405151,"Up in NR"
"targeted","SLC6A14",0.948777241961838,5.96597666666667,5.87852272727273,0.952902360405151,"Up in R"
"targeted","RET",0.963400212651087,7.74070333333333,7.84565909090909,0.965490017884604,"Up in NR"
"targeted","UGT8",0.992677620447089,5.90301666666667,5.95440454545455,0.992677620447089,"Up in NR"
